id,label
ss177_a,0
ss178_a,1
ss179_a,1
ss180_a,0
ss181_a,0
ss182_a,0
ss183_a,1
ss184_a,0
ss185_a,1
ss186_a,1
ss187_a,0
ss188_a,0
ss189_a,0
ss190_a,1
ss191_a,0
ss192_a,1
ss193_a,0
ss194_a,0
ss195_a,1
ss196_a,1
ss197_a,1
ss198_a,1
ss199_a,1
ss200_a,1
ss201_a,1
ss202_a,1
ss203_a,0
ss204_a,0
ss205_a,1
ss206_a,1
ss207_a,0
ss208_a,0
ss209_a,1
ss210_a,1
ss211_a,1
ss212_a,0
ss213_a,0
ss214_a,0
ss215_a,1
ss216_a,1
ss217_a,1
ss218_a,0
ss219_a,1
ss220_a,1
ss221_a,1
ss222_a,0
ss223_a,0
ss224_a,0
ss225_a,0
ss226_a,1
ss227_a,0
ss228_a,1
ss229_a,1
ss230_a,1
ss231_a,0
ss232_a,0
ss233_a,1
ss234_a,0
ss235_a,1
ss236_a,0
ss237_a,0
ss238_a,0
ss239_a,0
ss240_a,1
ss241_a,0
ss242_a,1
ss243_a,0
ss244_a,0
ss245_a,0
ss246_a,1
ss247_a,1
ss248_a,0
ss249_a,1
ss250_a,0
ss251_a,1
ss252_a,0
ss253_a,1
ss254_a,1
ss255_a,1
ss256_a,0
ss257_a,1
ss258_a,0
ss259_a,1
ss260_a,1
ss261_a,1
ss262_a,1
ss263_a,1
ss264_a,1
ss265_a,0
ss266_a,1
ss267_a,0
ss268_a,0
ss269_a,1
ss270_a,1
ss271_a,1
ss272_a,1
ss273_a,1
ss274_a,1
ss275_a,0
ss276_a,1
ss277_a,1
ss278_a,0
ss279_a,0
ss280_a,1
ss281_a,0
ss282_a,1
ss283_a,1
ss284_a,1
ss285_a,1
ss286_a,0
ss287_a,0
ss288_a,0
ss289_a,0
ss290_a,1
ss291_a,0
ss292_a,1
ss293_a,0
ss294_a,1
ss295_a,1
ss296_a,0
ss297_a,0
ss298_a,1
ss299_a,1
ss300_a,1
ss301_a,1
ss302_a,0
ss303_a,0
ss304_a,0
ss305_a,1
ss306_a,1
ss307_a,1
ss308_a,1
ss309_a,0
ss310_a,1
ss311_a,0
ss312_a,1
ss313_a,1
ss314_a,0
ss315_a,1
ss316_a,0
ss317_a,1
ss318_a,1
ss319_a,1
ss320_a,1
ss321_a,1
ss322_a,0
ss323_a,1
ss324_a,1
ss325_a,1
ss326_a,1
ss327_a,1
ss328_a,1
ss329_a,1
ss330_a,0
ss331_a,1
ss332_a,1
ss333_a,1
ss334_a,0
ss335_a,1
ss336_a,1
ss337_a,0
ss338_a,0
ss339_a,1
ss340_a,1
ss341_a,1
ss342_a,1
ss343_a,0
ss344_a,0
ss345_a,1
ss346_a,0
ss347_a,1
ss348_a,0
ss349_a,1
ss350_a,0
ss351_a,1
ss352_a,1
ss353_a,1
ss354_a,0
ss355_a,0
ss356_a,0
ss357_a,0
ss358_a,0
ss359_a,0
ss360_a,1
ss361_a,1
ss362_a,1
ss363_a,1
ss364_a,1
ss365_a,1
ss366_a,1
ss367_a,1
ss368_a,0
ss369_a,0
ss370_a,0
ss371_a,1
ss372_a,0
ss373_a,1
ss374_a,1
ss375_a,0
ss376_a,1
ss377_a,1
ss378_a,1
ss379_a,0
ss380_a,1
ss381_a,0
ss382_a,1
ss383_a,1
ss384_a,1
ss385_a,1
ss386_a,1
ss387_a,0
ss388_a,1
ss389_a,1
ss390_a,1
ss391_a,1
ss392_a,0
ss393_a,0
ss394_a,1
ss395_a,1
ss396_a,0
ss397_a,1
ss398_a,0
ss399_a,1
ss400_a,0
ss401_a,0
ss402_a,1
ss403_a,1
ss404_a,0
ss405_a,1
ss406_a,0
ss407_a,0
ss408_a,1
ss409_a,1
ss410_a,1
ss411_a,0
ss412_a,1
ss413_a,1
ss414_a,1
ss415_a,1
ss416_a,0
ss417_a,1
ss418_a,0
ss419_a,1
ss420_a,0
ss421_a,1
ss422_a,1
ss423_a,0
ss424_a,1
ss425_a,0
ss426_a,0
ss427_a,0
ss428_a,0
ss429_a,1
ss430_a,0
ss431_a,0
ss432_a,1
ss433_a,1
ss434_a,0
ss435_a,1
ss436_a,0
ss437_a,0
ss438_a,1
ss439_a,0
ss440_a,0
ss441_a,1
ss442_a,1
ss443_a,1
ss444_a,1
ss445_a,1
ss446_a,1
ss447_a,1
ss448_a,1
ss449_a,1
ss450_a,1
ss451_a,1
ss452_a,1
ss453_a,0
ss454_a,0
ss455_a,1
ss456_a,1
ss457_a,0
ss458_a,1
ss459_a,0
ss460_a,1
ss461_a,1
ss462_a,1
ss463_a,1
ss464_a,0
ss465_a,0
ss466_a,0
ss467_a,0
ss468_a,0
ss469_a,0
ss470_a,1
ss471_a,1
ss472_a,1
ss473_a,0
ss474_a,1
ss475_a,0
ss476_a,1
ss477_a,0
ss478_a,0
ss479_a,0
ss480_a,1
ss481_a,1
ss482_a,1
ss483_a,1
ss484_a,1
ss485_a,0
ss486_a,0
ss487_a,0
ss488_a,0
ss489_a,1
ss490_a,1
ss491_a,0
ss492_a,0
ss493_a,0
ss494_a,1
ss495_a,1
ss496_a,1
ss497_a,1
ss498_a,1
ss499_a,1
ss500_a,0
ss501_a,1
ss502_a,1
ss503_a,0
ss504_a,1
ss505_a,0
ss506_a,0
ss507_a,1
ss508_a,0
ss509_a,1
ss510_a,1
ss511_a,0
ss512_a,1
ss513_a,0
ss514_a,1
ss515_a,0
ss516_a,1
ss517_a,1
ss518_a,1
ss519_a,1
ss520_a,0
ss521_a,0
ss522_a,1
ss523_a,1
ss524_a,1
ss525_a,0
ss526_a,0
ss527_a,1
ss528_a,0
ss529_a,1
ss530_a,0
ss531_a,0
ss532_a,1
ss533_a,1
ss534_a,0
ss535_a,0
ss536_a,1
ss537_a,0
ss538_a,0
ss539_a,1
ss540_a,0
ss541_a,0
ss542_a,0
ss543_a,0
ss544_a,1
ss545_a,1
ss546_a,1
ss547_a,1
ss548_a,1
ss549_a,1
ss550_a,0
ss551_a,1
ss552_a,0
ss553_a,0
ss554_a,1
ss555_a,1
ss556_a,1
ss557_a,1
ss558_a,1
ss559_a,0
ss560_a,0
ss561_a,1
ss562_a,1
ss563_a,0
ss564_a,1
ss565_a,1
ss566_a,1
ss567_a,1
ss568_a,0
ss569_a,1
ss570_a,1
ss571_a,0
ss572_a,1
ss573_a,0
ss574_a,1
ss575_a,0
ss576_a,1
ss577_a,0
ss578_a,1
ss579_a,0
ss580_a,1
ss581_a,1
ss582_a,0
ss583_a,1
ss584_a,1
ss585_a,1
ss586_a,1
ss587_a,1
ss588_a,1
ss589_a,0
ss590_a,1
ss591_a,1
ss592_a,0
ss593_a,1
ss594_a,0
ss595_a,0
ss596_a,0
ss597_a,1
ss598_a,0
ss599_a,0
ss600_a,0
ss601_a,0
ss602_a,1
ss603_a,1
ss604_a,1
ss605_a,1
ss606_a,0
ss607_a,0
ss608_a,1
ss609_a,0
ss610_a,1
ss611_a,1
ss612_a,1
ss613_a,1
ss614_a,1
ss615_a,1
ss616_a,1
ss617_a,0
ss618_a,1
ss619_a,0
ss620_a,1
ss621_a,1
ss622_a,0
ss623_a,1
ss624_a,0
ss625_a,1
ss626_a,1
ss627_a,0
ss628_a,0
ss629_a,1
ss630_a,1
ss631_a,1
ss632_a,1
ss633_a,1
ss634_a,1
ss635_a,1
ss636_a,1
ss637_a,0
ss638_a,0
ss639_a,1
ss640_a,1
ss641_a,0
ss642_a,1
ss643_a,1
ss644_a,1
ss645_a,1
ss646_a,1
ss647_a,0
ss648_a,0
ss649_a,0
ss650_a,1
ss651_a,0
ss652_a,1
ss653_a,1
ss654_a,0
ss655_a,1
ss656_a,1
ss657_a,1
ss658_a,1
ss659_a,0
ss660_a,0
ss661_a,1
ss662_a,1
ss663_a,1
ss664_a,0
ss665_a,0
ss666_a,1
ss667_a,0
ss668_a,1
ss669_a,1
ss670_a,0
ss671_a,1
ss672_a,1
ss673_a,1
ss674_a,1
ss675_a,0
ss676_a,1
ss677_a,0
ss678_a,1
ss679_a,0
ss680_a,1
ss681_a,0
ss682_a,0
ss683_a,1
ss684_a,0
ss685_a,1
ss686_a,1
ss687_a,1
ss688_a,0
ss689_a,1
ss690_a,1
ss691_a,1
ss692_a,1
ss693_a,1
ss694_a,1
ss695_a,0
ss696_a,1
ss697_a,1
ss698_a,1
ss699_a,1
ss700_a,1
ss701_a,1
ss702_a,0
ss703_a,1
ss704_a,0
ss705_a,1
ss706_a,1
ss707_a,1
ss708_a,0
ss709_a,0
ss710_a,0
ss711_a,1
ss712_a,1
ss713_a,1
ss714_a,0
ss715_a,1
ss716_a,1
ss717_a,0
ss718_a,1
ss719_a,0
ss720_a,1
ss721_a,1
ss722_a,0
ss723_a,1
ss724_a,1
ss725_a,0
ss726_a,1
ss727_a,1
ss728_a,1
ss729_a,1
ss730_a,1
ss731_a,1
ss732_a,1
ss733_a,1
ss734_a,0
ss735_a,1
ss736_a,1
ss737_a,1
ss738_a,0
ss739_a,0
ss740_a,0
ss741_a,1
ss742_a,0
ss743_a,1
ss744_a,1
ss745_a,1
ss746_a,0
ss747_a,1
ss748_a,1
ss749_a,0
ss750_a,0
ss751_a,1
ss752_a,1
ss753_a,1
ss754_a,0
ss755_a,1
ss756_a,1
ss757_a,1
ss758_a,0
ss759_a,0
ss760_a,0
ss761_a,1
ss762_a,1
ss763_a,1
ss764_a,0
ss765_a,0
ss766_a,0
ss767_a,1
ss768_a,0
ss769_a,0
ss770_a,1
ss771_a,1
ss772_a,0
ss773_a,0
ss774_a,0
ss775_a,0
ss776_a,1
ss777_a,1
ss778_a,1
ss779_a,1
ss780_a,1
ss781_a,0
ss782_a,0
ss783_a,0
ss784_a,1
ss785_a,0
ss786_a,1
ss787_a,1
ss788_a,1
ss789_a,1
ss790_a,0
ss791_a,0
ss792_a,1
ss793_a,0
ss794_a,1
ss795_a,1
ss796_a,0
ss797_a,1
ss798_a,0
ss799_a,1
ss800_a,0
ss801_a,1
ss802_a,1
ss803_a,1
ss804_a,1
ss805_a,0
ss806_a,1
ss807_a,1
ss808_a,0
ss809_a,1
ss810_a,1
ss811_a,0
ss812_a,1
ss813_a,0
ss814_a,0
ss815_a,1
ss816_a,1
ss817_a,0
ss818_a,0
ss819_a,1
ss820_a,1
ss821_a,1
ss822_a,1
ss823_a,1
ss824_a,1
ss825_a,1
ss826_a,1
ss827_a,1
ss828_a,1
ss829_a,1
ss830_a,1
ss831_a,0
ss832_a,0
ss833_a,0
ss834_a,1
ss835_a,1
ss836_a,0
ss837_a,0
ss838_a,0
ss839_a,0
ss840_a,1
ss841_a,1
ss842_a,1
ss843_a,0
ss844_a,1
ss845_a,1
ss846_a,1
ss847_a,0
ss848_a,1
ss849_a,1
ss850_a,0
ss851_a,1
ss852_a,1
ss853_a,0
ss854_a,1
ss855_a,1
ss856_a,1
ss857_a,1
ss858_a,1
ss859_a,1
ss860_a,0
ss861_a,1
ss862_a,1
ss863_a,1
ss864_a,1
ss865_a,1
ss866_a,0
ss867_a,1
ss868_a,1
ss869_a,1
ss870_a,1
ss871_a,0
ss872_a,0
ss873_a,0
ss874_a,1
ss875_a,0
ss876_a,0
ss877_a,0
ss878_a,1
ss879_a,0
ss880_a,1
ss881_a,1
ss882_a,1
ss883_a,1
ss884_a,0
ss885_a,1
ss886_a,0
ss887_a,1
ss888_a,1
ss889_a,0
ss890_a,1
ss891_a,1
ss892_a,1
ss893_a,0
ss894_a,0
ss895_a,0
ss896_a,0
ss897_a,0
ss898_a,0
ss899_a,1
ss900_a,0
ss901_a,0
ss902_a,1
ss903_a,1
ss904_a,0
ss905_a,0
ss906_a,0
ss907_a,0
ss908_a,1
ss909_a,0
ss910_a,1
ss911_a,1
ss912_a,1
ss913_a,0
ss914_a,0
ss915_a,0
ss916_a,1
ss917_a,1
ss918_a,0
ss919_a,1
ss920_a,1
ss921_a,1
ss922_a,0
ss923_a,1
ss924_a,0
ss925_a,0
ss926_a,1
ss927_a,1
ss928_a,1
ss929_a,1
ss930_a,1
ss931_a,1
ss932_a,1
ss933_a,0
ss934_a,1
ss935_a,1
ss936_a,1
ss937_a,1
ss938_a,1
ss939_a,0
ss940_a,1
ss941_a,0
ss942_a,1
ss943_a,0
ss944_a,0
ss945_a,0
ss946_a,1
ss947_a,0
ss948_a,0
ss949_a,1
ss950_a,1
ss951_a,1
ss952_a,1
ss953_a,1
ss954_a,1
ss955_a,0
ss956_a,1
ss957_a,1
ss958_a,1
ss959_a,1
ss960_a,0
ss961_a,1
ss962_a,1
ss963_a,0
ss964_a,0
ss965_a,1
ss966_a,1
ss967_a,0
ss968_a,1
ss969_a,0
ss970_a,1
ss971_a,0
ss972_a,1
ss973_a,1
ss974_a,1
ss975_a,0
ss976_a,1
ss977_a,1
ss978_a,0
ss979_a,0
ss980_a,0
ss981_a,1
ss982_a,0
ss983_a,1
ss984_a,1
ss985_a,0
ss986_a,0
ss987_a,1
ss988_a,0
ss989_a,1
ss990_a,1
ss991_a,1
ss992_a,0
ss993_a,1
ss994_a,0
ss995_a,1
ss996_a,1
ss997_a,0
ss998_a,0
ss999_a,1
ss1000_a,0
ss1001_a,0
ss1002_a,0
ss1003_a,1
ss1004_a,1
ss1005_a,1
ss1006_a,0
ss1007_a,1
ss1008_a,1
ss1009_a,1
ss1010_a,0
ss1011_a,1
ss1012_a,1
ss1013_a,1
ss1014_a,1
ss1015_a,1
ss1016_a,1
ss1017_a,1
ss1018_a,1
ss1019_a,1
ss1020_a,1
ss1021_a,0
ss1022_a,1
ss1023_a,0
ss1024_a,1
ss1025_a,0
ss1026_a,1
ss1027_a,1
ss1028_a,1
ss1029_a,0
ss1030_a,0
ss1031_a,1
ss1032_a,1
ss1033_a,1
ss1034_a,0
ss1035_a,0
ss1036_a,1
ss1037_a,1
ss1038_a,1
ss1039_a,0
ss1040_a,1
ss1041_a,1
ss1042_a,1
ss1043_a,1
ss1044_a,0
ss1045_a,0
ss1046_a,0
ss1047_a,1
ss1048_a,0
ss1049_a,1
ss1050_a,1
ss1051_a,1
ss1052_a,1
ss1053_a,0
ss1054_a,1
ss1055_a,1
ss1056_a,1
ss1057_a,1
ss1058_a,0
ss1059_a,1
ss1060_a,1
ss1061_a,0
ss1062_a,1
ss1063_a,0
ss1064_a,0
ss1065_a,1
ss1066_a,1
ss1067_a,1
ss1068_a,0
ss1069_a,1
ss1070_a,0
ss1071_a,1
ss1072_a,0
ss1073_a,0
ss1074_a,1
ss1075_a,1
ss1076_a,0
ss1077_a,1
ss1078_a,1
ss1079_a,1
ss1080_a,1
ss1081_a,1
ss1082_a,0
ss1083_a,1
ss1084_a,0
ss1085_a,0
ss1086_a,0
ss1087_a,1
ss1088_a,1
ss1089_a,0
ss1090_a,1
ss1091_a,1
ss1092_a,0
ss1093_a,1
ss1094_a,1
ss1095_a,0
ss1096_a,1
ss1097_a,1
ss1098_a,1
ss1099_a,1
ss1100_a,0
ss1101_a,0
ss1102_a,1
ss1103_a,1
ss1104_a,1
ss1105_a,0
ss1106_a,0
ss1107_a,0
ss1108_a,1
ss1109_a,0
ss1110_a,0
ss1111_a,0
ss1112_a,0
ss1113_a,1
ss1114_a,0
ss1115_a,1
ss1116_a,1
ss1117_a,1
ss1118_a,1
ss1119_a,1
ss1120_a,1
ss1121_a,1
ss1122_a,1
ss1123_a,0
ss1124_a,1
ss1125_a,1
ss1126_a,0
ss1127_a,1
ss1128_a,1
ss1129_a,0
ss1130_a,1
ss1131_a,0
ss1132_a,1
ss1133_a,1
ss1134_a,1
ss1135_a,1
ss1136_a,1
ss1137_a,1
ss1138_a,0
ss1139_a,0
ss1140_a,1
ss1141_a,0
ss1142_a,1
ss1143_a,0
ss1144_a,1
ss1145_a,0
ss1146_a,1
ss1147_a,0
ss1148_a,0
ss1149_a,1
ss1150_a,1
ss1151_a,0
ss1152_a,1
ss1153_a,1
ss1154_a,1
ss1155_a,1
ss1156_a,1
ss1157_a,1
ss1158_a,0
ss1159_a,1
ss1160_a,1
ss1161_a,1
ss1162_a,1
ss1163_a,1
ss1164_a,1
ss1165_a,0
ss1166_a,1
ss1167_a,1
ss1168_a,0
ss1169_a,1
ss1170_a,1
ss1171_a,0
ss1172_a,1
ss1173_a,1
ss1174_a,0
ss1175_a,0
ss1176_a,1
ss1177_a,0
ss1178_a,0
ss1179_a,1
ss1180_a,1
ss1181_a,1
ss1182_a,0
ss1183_a,1
ss1184_a,1
ss1185_a,0
ss1186_a,1
ss1187_a,0
ss1188_a,0
ss1189_a,1
ss1190_a,1
ss1191_a,1
ss1192_a,1
ss1193_a,0
ss1194_a,1
ss1195_a,1
ss1196_a,0
ss1197_a,1
ss1198_a,0
ss1199_a,1
ss1200_a,1
ss1201_a,1
ss1202_a,0
ss1203_a,1
ss1204_a,1
ss1205_a,0
ss1206_a,0
ss1207_a,0
ss1208_a,1
ss1209_a,1
ss1210_a,1
ss1211_a,0
ss1212_a,0
ss1213_a,0
ss1214_a,1
ss1215_a,1
ss1216_a,0
ss1217_a,1
ss1218_a,1
ss1219_a,1
ss1220_a,1
ss1221_a,0
ss1222_a,1
ss1223_a,1
ss1224_a,1
ss1225_a,0
ss1226_a,0
ss1227_a,1
ss1228_a,1
ss1229_a,1
ss1230_a,0
ss1231_a,1
ss1232_a,1
ss1233_a,1
ss1234_a,0
ss1235_a,1
ss1236_a,1
ss1237_a,0
ss1238_a,0
ss1239_a,0
ss1240_a,0
ss1241_a,1
ss1242_a,1
ss1243_a,1
ss1244_a,0
ss1245_a,0
ss1246_a,0
ss1247_a,1
ss1248_a,1
ss1249_a,1
ss1250_a,0
ss1251_a,0
ss1252_a,0
ss1253_a,0
ss1254_a,0
ss1255_a,1
ss1256_a,1
ss1257_a,1
ss1258_a,1
ss1259_a,1
ss1260_a,1
ss1261_a,1
ss1262_a,0
ss1263_a,0
ss1264_a,1
ss1265_a,0
ss1266_a,1
ss1267_a,1
ss1268_a,0
ss1269_a,1
ss1270_a,0
ss1271_a,1
ss1272_a,1
ss1273_a,1
ss1274_a,1
ss1275_a,0
ss1276_a,1
ss1277_a,1
ss1278_a,1
ss1279_a,0
ss1280_a,0
ss1281_a,1
ss1282_a,0
ss1283_a,1
ss1284_a,0
ss1285_a,1
ss1286_a,1
ss1287_a,0
ss1288_a,1
ss1289_a,1
ss1290_a,1
ss1291_a,1
ss1292_a,1
ss1293_a,1
ss1294_a,1
ss1295_a,1
ss1296_a,1
ss1297_a,1
ss1298_a,1
ss1299_a,0
ss1300_a,1
ss1301_a,1
ss1302_a,0
ss1303_a,1
ss1304_a,1
ss1305_a,0
ss1306_a,0
ss1307_a,0
ss1308_a,1
ss1309_a,0
ss1310_a,1
ss1311_a,1
ss1312_a,1
ss1313_a,1
ss1314_a,1
ss1315_a,0
ss1316_a,0
ss1317_a,0
ss1318_a,1
ss1319_a,1
ss1320_a,1
ss1321_a,1
ss1322_a,0
ss1323_a,0
ss1324_a,0
ss1325_a,1
ss1326_a,0
ss1327_a,1
ss1328_a,1
ss1329_a,1
ss1330_a,1
ss1331_a,0
ss1332_a,1
ss1333_a,1
ss1334_a,0
ss1335_a,1
ss1336_a,1
ss1337_a,1
ss1338_a,0
ss1339_a,1
ss1340_a,1
ss1341_a,0
ss1342_a,1
ss1343_a,0
ss1344_a,1
ss1345_a,1
ss1346_a,1
ss1347_a,1
ss1348_a,0
ss1349_a,0
ss1350_a,0
ss1351_a,0
ss1352_a,1
ss1353_a,0
ss1354_a,0
ss1355_a,1
ss1356_a,1
ss1357_a,0
ss1358_a,1
ss1359_a,1
ss1360_a,1
ss1361_a,1
ss1362_a,1
ss1363_a,1
ss1364_a,1
ss1365_a,1
ss1366_a,1
ss1367_a,1
ss1368_a,1
ss1369_a,1
ss1370_a,0
ss1371_a,0
ss1372_a,1
ss1373_a,1
ss1374_a,0
ss1375_a,1
ss1376_a,0
ss1377_a,1
ss1378_a,1
ss1379_a,1
ss1380_a,1
ss1381_a,0
ss1382_a,1
ss1383_a,1
ss1384_a,0
ss1385_a,0
ss1386_a,1
ss1387_a,0
ss1388_a,1
ss1389_a,0
ss1390_a,0
ss1391_a,1
ss1392_a,0
ss1393_a,1
ss1394_a,1
ss1395_a,0
ss1396_a,1
ss1397_a,1
ss1398_a,1
ss1399_a,1
ss1400_a,1
ss1401_a,1
ss1402_a,1
ss1403_a,0
ss1404_a,1
ss1405_a,1
ss1406_a,0
ss1407_a,1
ss1408_a,0
ss1409_a,0
ss1410_a,1
ss1411_a,0
ss1412_a,0
ss1413_a,1
ss1414_a,0
ss1415_a,0
ss1416_a,1
ss1417_a,0
ss1418_a,1
ss1419_a,1
ss1420_a,1
ss1421_a,1
ss1422_a,1
ss1423_a,1
ss1424_a,1
ss1425_a,1
ss1426_a,1
ss1427_a,1
ss1428_a,1
ss1429_a,0
ss1430_a,1
ss1431_a,1
ss1432_a,0
ss1433_a,0
ss1434_a,1
ss1435_a,1
ss1436_a,1
ss1437_a,1
ss1438_a,1
ss1439_a,1
ss1440_a,1
ss1441_a,0
ss1442_a,1
ss1443_a,0
ss1444_a,0
ss1445_a,0
ss1446_a,1
ss1447_a,1
ss1448_a,0
ss1449_a,0
ss1450_a,0
ss1451_a,1
ss1452_a,1
ss1453_a,1
ss1454_a,0
ss1455_a,0
ss1456_a,0
ss1457_a,0
ss1458_a,1
ss1459_a,1
ss1460_a,1
ss1461_a,1
ss1462_a,0
ss1463_a,1
ss1464_a,0
ss1465_a,1
ss1466_a,1
ss1467_a,1
ss1468_a,1
ss1469_a,0
ss1470_a,0
ss1471_a,1
ss1472_a,1
ss1473_a,1
ss1474_a,1
ss1475_a,1
ss1476_a,1
ss1477_a,0
ss1478_a,1
ss1479_a,0
ss1480_a,1
ss1481_a,1
ss1482_a,1
ss1483_a,1
ss1484_a,0
ss1485_a,1
ss1486_a,1
ss1487_a,0
ss1488_a,1
ss1489_a,1
ss1490_a,1
ss1491_a,1
ss1492_a,1
ss1493_a,1
ss1494_a,1
ss1495_a,0
ss1496_a,0
ss1497_a,0
ss1498_a,1
ss1499_a,0
ss1500_a,0
ss1501_a,1
ss1502_a,1
ss1503_a,1
ss1504_a,0
ss1505_a,0
ss1506_a,0
ss1507_a,0
ss1508_a,0
ss1509_a,1
ss1510_a,0
ss1511_a,1
ss1512_a,1
ss1513_a,0
ss1514_a,0
ss1515_a,1
ss1516_a,1
ss1517_a,1
ss1518_a,0
ss1519_a,0
ss1520_a,0
ss1521_a,0
ss1522_a,1
ss1523_a,0
ss1524_a,1
ss1525_a,1
ss1526_a,1
ss1527_a,1
ss1528_a,0
ss1529_a,1
ss1530_a,1
ss1531_a,0
ss1532_a,0
ss1533_a,1
ss1534_a,1
ss1535_a,1
ss1536_a,0
ss1537_a,1
ss1538_a,0
ss1539_a,1
ss1540_a,1
ss1541_a,1
ss1542_a,0
ss1543_a,1
ss1544_a,0
ss1545_a,0
ss1546_a,0
ss1547_a,1
ss1548_a,1
ss1549_a,1
ss1550_a,1
ss1551_a,1
ss1552_a,0
ss1553_a,1
ss1554_a,1
ss1555_a,0
ss1556_a,1
ss1557_a,1
ss1558_a,1
ss1559_a,1
ss1560_a,0
ss1561_a,0
ss1562_a,1
ss1563_a,1
ss1564_a,0
ss1565_a,1
ss1566_a,1
ss1567_a,0
ss1568_a,0
ss1569_a,1
ss1570_a,1
ss1571_a,1
ss1572_a,0
ss1573_a,0
ss1574_a,1
ss1575_a,0
ss1576_a,1
ss1577_a,0
ss1578_a,1
ss1579_a,0
ss1580_a,1
ss1581_a,1
ss1582_a,0
ss1583_a,1
ss1584_a,1
ss1585_a,1
ss1586_a,1
ss1587_a,1
ss1588_a,1
ss1589_a,1
ss1590_a,1
ss1591_a,1
ss1592_a,0
ss1593_a,1
ss1594_a,0
ss1595_a,0
ss1596_a,1
ss1597_a,1
ss1598_a,1
ss1599_a,0
ss1600_a,1
ss1601_a,0
ss1602_a,1
ss1603_a,0
ss1604_a,1
ss1605_a,1
ss1606_a,1
ss1607_a,0
ss1608_a,1
ss1609_a,1
ss1610_a,0
ss1611_a,1
ss1612_a,0
ss1613_a,1
ss1614_a,0
ss1615_a,1
ss1616_a,1
ss1617_a,1
ss1618_a,1
ss1619_a,1
ss1620_a,1
ss1621_a,1
ss1622_a,0
ss1623_a,1
ss1624_a,0
ss1625_a,1
ss1626_a,0
ss1627_a,0
ss1628_a,0
ss1629_a,1
ss1630_a,0
ss1631_a,0
ss1632_a,1
ss1633_a,1
ss1634_a,1
ss1635_a,1
ss1636_a,0
ss1637_a,0
ss1638_a,0
ss1639_a,1
ss1640_a,1
ss1641_a,0
ss1642_a,1
ss1643_a,1
ss1644_a,1
ss1645_a,1
ss1646_a,1
ss1647_a,0
ss1648_a,1
ss1649_a,1
ss1650_a,0
ss1651_a,0
ss1652_a,1
ss1653_a,0
ss1654_a,1
ss1655_a,1
ss1656_a,1
ss1657_a,1
ss1658_a,0
ss1659_a,1
ss1660_a,0
ss1661_a,0
ss1662_a,1
ss1663_a,0
ss1664_a,0
